siteID,stationID,total_time_potential_usage_per_station,total_time_spend_per_station_connected,total_time_spend_per_station_charged,station_utilization_connection_rate,station_utilization_charging_rate,station_utilization_charging_if_connected_rate
2,2-39-79-377,106827638.0,18931373.0,9609632.0,0.17721418683805404,0.08995454902784615,0.5076035425428468
2,2-39-125-21,106886115.0,14099055.0,6951423.0,0.13190726410067388,0.06503579066373588,0.4930417676929411
2,2-39-127-19,106909132.0,17153175.0,9120946.0,0.16044630312778146,0.08531493829731963,0.5317351452427903
2,2-39-79-382,106646498.0,13431519.0,6910854.0,0.12594430433149337,0.06480150900032366,0.5145251255647257
2,2-39-78-361,106892197.0,9747470.0,6561989.0,0.09118972454088486,0.06138884955278822,0.6731991993819935
2,2-39-91-441,70007152.0,9898245.0,4579202.0,0.14138905407836044,0.0654104883455336,0.46262766783404535
2,2-39-78-366,106739268.0,17240909.0,10960517.0,0.16152358286736612,0.10268495564350319,0.635727327370036
2,2-39-123-23,106909223.0,16749925.0,7124667.0,0.1566742749594205,0.06664221102794846,0.42535515830667897
2,2-39-79-376,106898855.0,14946282.0,7161735.0,0.13981704481306184,0.06699543227100047,0.4791649856465976
2,2-39-139-567,101553373.0,2180736.0,1286400.0,0.021473791914326665,0.012667230659093913,0.5898925867230146
2,2-39-131-30,106804187.0,27235405.0,13279883.0,0.25500315825633313,0.1243385991974266,0.4875963107580005
2,2-39-91-437,106914510.0,21334693.0,9296960.0,0.19954908833235077,0.08695695280275802,0.4357672266481641
2,2-39-130-564,57044072.0,2972627.0,1859824.0,0.052111058972087405,0.03260328259875978,0.6256499722299501
2,2-39-89-25,106907833.0,21078207.0,7963630.0,0.19716241933367035,0.07449061286276376,0.37781344494814006
2,2-39-78-365,106896142.0,17746703.0,10381682.0,0.16601818052516806,0.09711933289416563,0.58499215319037
2,2-39-79-381,106648963.0,14908131.0,8416084.0,0.13978692882367735,0.07891388498545457,0.5645297857927328
2,2-39-95-444,101619928.0,9087829.0,4710929.0,0.08942959495110053,0.04635831861640367,0.5183778215897328
2,2-39-79-380,106914884.0,19517826.0,9674639.0,0.18255480686861147,0.09048916893554315,0.4956822035404968
2,2-39-95-27,106919090.0,17880448.0,7757915.0,0.1672334472730735,0.07255874512212927,0.433876992343816
2,2-39-79-383,106641456.0,17159608.0,7957405.0,0.16090935592627317,0.07461830791207502,0.4637288334325586
2,2-39-78-367,104721773.0,11047252.0,6893528.0,0.10549145305246121,0.06582707494839683,0.6240038699216782
2,2-39-88-438,59216262.0,7445908.0,3610272.0,0.1257409324485899,0.06096757677814922,0.4848665871240955
2,2-39-90-440,106465160.0,10005647.0,4493259.0,0.09398048150211769,0.04220403181660554,0.4490723088671827
2,2-39-78-364,106911974.0,9971753.0,6010925.0,0.09327068453529817,0.05622312239787098,0.6027952156456342
2,2-39-92-442,106479298.0,12326985.0,5895320.0,0.11576884175175535,0.05536587966611125,0.4782450858827199
2,2-39-138-29,106867089.0,15464520.0,8322990.0,0.1447079745944984,0.07788169470958453,0.5381990517649432
2,2-39-129-17,106422328.0,18767986.0,9358795.0,0.17635383807803942,0.08794014541760448,0.49865739456540514
2,2-39-130-31,106788600.0,12236197.0,6515342.0,0.11458336376729351,0.061011587379177175,0.5324646211563936
2,2-39-89-439,67782124.0,7690507.0,3399738.0,0.11345922119525201,0.05015685256484438,0.44206942403147154
2,2-39-92-436,106469697.0,12497231.0,5090939.0,0.11737829027540109,0.04781584942427328,0.4073653595744529
2,2-39-128-18,106616889.0,9477606.0,4882754.0,0.08889404004275532,0.04579719072463276,0.5151885402284079
2,2-39-90-26,106474456.0,12339843.0,5247409.0,0.11589486777936672,0.04928326658931228,0.42524114771962657
2,2-39-124-22,106462340.0,11486622.0,5492382.0,0.10789375848774317,0.05158990493727641,0.47815467419403196
2,2-39-78-363,106901188.0,12922937.0,7802170.0,0.12088674823707292,0.0729848764636741,0.6037458822247606
2,2-39-83-386,99795202.0,3339425.0,1862796.0,0.03346278110645039,0.01866618797965858,0.5578193850737777
2,2-39-128-562,57285789.0,2908461.0,1486867.0,0.05077107343323839,0.025955250437416512,0.5112212266212268
2,2-39-78-360,101443807.0,11627663.0,6736998.0,0.11462171367444836,0.06641113143555427,0.57939398484459
2,2-39-88-24,106046701.0,12024743.0,5720585.0,0.11339101439845828,0.05394401660830543,0.47573449178913846
2,2-39-123-557,58850448.0,5587363.0,2792953.0,0.0949417241479623,0.04745848323873422,0.49986961648992556
2,2-39-124-558,57230599.0,3941750.0,1651814.0,0.06887486884419994,0.02886242724805309,0.4190560030443331
2,2-39-78-362,95162689.0,10150317.0,10109811.0,0.10666278040966244,0.1062371303946655,0.9960093857167219
2,2-39-126-20,106700236.0,8041813.0,4360619.0,0.07536827753595597,0.04086794147296919,0.5422432727545393
2,2-39-126-560,61810528.0,3081821.0,1492757.0,0.049859159915281746,0.024150529825598642,0.4843749847898369
2,2-39-83-387,89823076.0,885751.0,565138.0,0.009861062874310829,0.006291679434358271,0.6380325847783407
2,2-39-129-563,53770113.0,1940147.0,1094341.0,0.036082256327041755,0.020352216853254522,0.5640505590555767
2,2-39-127-561,95554723.0,2086683.0,1181177.0,0.02183757049873924,0.012361262352254425,0.5660548343950662
2,2-39-131-565,50016207.0,2225812.0,1165575.0,0.044501815181627026,0.023303946258859655,0.523662825072378
2,2-39-82-384,82609117.0,180941.0,102220.0,0.0021903272492308566,0.0012373936886409282,0.5649355314715847
2,2-39-125-559,91344566.0,1434755.0,751008.0,0.01570706461071806,0.00822170417887803,0.5234398904342553
2,2-39-82-385,85454833.0,66874.0,32716.0,0.0007825654518568891,0.0003828455202761908,0.4892185303705476
