date,month,hour,dayOfTheWeek,site1_utilization,site2_utilization,site1_utilization_percentage,site2_utilization_percentage,temperature,precipitation
2018-05-26,5,0,5,0,5,0.0,0.09259259259259259,13.0,0.0
2018-05-26,5,1,5,0,5,0.0,0.09259259259259259,13.0,0.0
2018-05-26,5,2,5,0,4,0.0,0.07407407407407407,13.0,0.0
2018-05-26,5,3,5,0,4,0.0,0.07407407407407407,12.0,0.0
2018-05-26,5,4,5,0,5,0.0,0.09259259259259259,12.0,0.0
2018-05-26,5,5,5,0,5,0.0,0.09259259259259259,12.0,0.0
2018-05-26,5,6,5,0,4,0.0,0.07407407407407407,13.0,0.0
2018-05-26,5,7,5,0,4,0.0,0.07407407407407407,14.0,0.0
2018-05-26,5,8,5,0,6,0.0,0.1111111111111111,15.0,0.0
2018-05-26,5,9,5,0,12,0.0,0.2222222222222222,17.0,0.0
2018-05-26,5,10,5,0,7,0.0,0.12962962962962962,18.0,0.0
2018-05-26,5,11,5,0,7,0.0,0.12962962962962962,18.0,0.0
2018-05-26,5,12,5,0,7,0.0,0.12962962962962962,20.0,0.0
2018-05-26,5,13,5,0,6,0.0,0.1111111111111111,19.0,0.0
2018-05-26,5,14,5,0,6,0.0,0.1111111111111111,20.0,0.0
2018-05-26,5,15,5,0,5,0.0,0.09259259259259259,20.0,0.0
2018-05-26,5,16,5,0,9,0.0,0.16666666666666666,19.0,0.0
2018-05-26,5,17,5,0,6,0.0,0.1111111111111111,19.0,0.0
2018-05-26,5,18,5,0,2,0.0,0.037037037037037035,18.0,0.0
2018-05-26,5,19,5,0,4,0.0,0.07407407407407407,18.0,0.0
2018-05-26,5,20,5,0,4,0.0,0.07407407407407407,17.0,0.0
2018-05-26,5,21,5,0,3,0.0,0.05555555555555555,16.0,0.0
2018-05-26,5,22,5,0,1,0.0,0.018518518518518517,16.0,0.0
2018-05-26,5,23,5,0,2,0.0,0.037037037037037035,15.0,0.0
2018-05-27,5,0,6,0,2,0.0,0.037037037037037035,14.0,0.0
2018-05-27,5,1,6,0,2,0.0,0.037037037037037035,14.0,0.0
2018-05-27,5,2,6,0,1,0.0,0.018518518518518517,13.0,0.0
2018-05-27,5,3,6,0,1,0.0,0.018518518518518517,13.0,0.0
2018-05-27,5,4,6,0,1,0.0,0.018518518518518517,13.0,0.0
2018-05-27,5,5,6,0,1,0.0,0.018518518518518517,12.0,0.0
2018-05-27,5,6,6,0,0,0.0,0.0,12.5,0.0
2018-05-27,5,7,6,0,0,0.0,0.0,14.0,0.0
2018-05-27,5,8,6,0,0,0.0,0.0,15.0,0.0
2018-05-27,5,9,6,0,0,0.0,0.0,17.0,0.0
2018-05-27,5,10,6,0,1,0.0,0.018518518518518517,17.5,0.0
2018-05-27,5,11,6,0,3,0.0,0.05555555555555555,20.0,0.0
2018-05-27,5,12,6,0,7,0.0,0.12962962962962962,21.0,0.0
2018-05-27,5,13,6,0,6,0.0,0.1111111111111111,23.0,0.0
2018-05-27,5,14,6,0,8,0.0,0.14814814814814814,22.0,0.0
2018-05-27,5,15,6,0,8,0.0,0.14814814814814814,23.0,0.0
2018-05-27,5,16,6,0,4,0.0,0.07407407407407407,23.0,0.0
2018-05-27,5,17,6,0,3,0.0,0.05555555555555555,21.0,0.0
2018-05-27,5,18,6,0,4,0.0,0.07407407407407407,20.0,0.0
2018-05-27,5,19,6,0,4,0.0,0.07407407407407407,18.0,0.0
2018-05-27,5,20,6,0,3,0.0,0.05555555555555555,16.0,0.0
2018-05-27,5,21,6,0,3,0.0,0.05555555555555555,16.0,0.0
2018-05-27,5,22,6,0,3,0.0,0.05555555555555555,15.0,0.0
2018-05-27,5,23,6,0,3,0.0,0.05555555555555555,15.0,0.0
2018-05-28,5,0,0,0,2,0.0,0.037037037037037035,15.0,0.0
2018-05-28,5,1,0,0,2,0.0,0.037037037037037035,15.0,0.0
2018-05-28,5,2,0,0,2,0.0,0.037037037037037035,14.0,0.0
2018-05-28,5,3,0,0,2,0.0,0.037037037037037035,14.0,0.0
2018-05-28,5,4,0,0,2,0.0,0.037037037037037035,13.0,0.0
2018-05-28,5,5,0,0,2,0.0,0.037037037037037035,12.0,0.0
2018-05-28,5,6,0,0,2,0.0,0.037037037037037035,12.6,0.0
2018-05-28,5,7,0,0,1,0.0,0.018518518518518517,13.5,0.0
2018-05-28,5,8,0,0,1,0.0,0.018518518518518517,16.0,0.0
2018-05-28,5,9,0,0,3,0.0,0.05555555555555555,18.0,0.0
2018-05-28,5,10,0,0,4,0.0,0.07407407407407407,19.0,0.0
2018-05-28,5,11,0,0,6,0.0,0.1111111111111111,21.0,0.0
2018-05-28,5,12,0,0,6,0.0,0.1111111111111111,22.0,0.0
2018-05-28,5,13,0,0,5,0.0,0.09259259259259259,24.0,0.0
2018-05-28,5,14,0,0,3,0.0,0.05555555555555555,25.0,0.0
2018-05-28,5,15,0,0,6,0.0,0.1111111111111111,27.0,0.0
2018-05-28,5,16,0,0,4,0.0,0.07407407407407407,27.0,0.0
2018-05-28,5,17,0,0,4,0.0,0.07407407407407407,24.0,0.0
2018-05-28,5,18,0,0,4,0.0,0.07407407407407407,23.0,0.0
2018-05-28,5,19,0,0,5,0.0,0.09259259259259259,19.0,0.0
2018-05-28,5,20,0,0,4,0.0,0.07407407407407407,16.0,0.0
2018-05-28,5,21,0,0,3,0.0,0.05555555555555555,16.0,0.0
2018-05-28,5,22,0,0,4,0.0,0.07407407407407407,14.0,0.0
2018-05-28,5,23,0,0,3,0.0,0.05555555555555555,14.0,0.0
2018-05-29,5,0,1,0,3,0.0,0.05555555555555555,14.5,0.0
2018-05-29,5,1,1,0,3,0.0,0.05555555555555555,15.0,0.0
2018-05-29,5,2,1,0,3,0.0,0.05555555555555555,15.0,0.0
2018-05-29,5,3,1,0,2,0.0,0.037037037037037035,15.0,0.0
2018-05-29,5,4,1,0,2,0.0,0.037037037037037035,15.0,0.0
2018-05-29,5,5,1,0,3,0.0,0.05555555555555555,15.0,0.0
2018-05-29,5,6,1,0,3,0.0,0.05555555555555555,15.0,0.0
2018-05-29,5,7,1,0,7,0.0,0.12962962962962962,16.0,0.0
2018-05-29,5,8,1,0,25,0.0,0.46296296296296297,15.5,0.0
2018-05-29,5,9,1,0,29,0.0,0.5370370370370371,17.0,0.0
2018-05-29,5,10,1,0,32,0.0,0.5925925925925926,18.5,0.0
2018-05-29,5,11,1,0,31,0.0,0.5740740740740741,23.0,0.0
2018-05-29,5,12,1,0,28,0.0,0.5185185185185185,24.0,0.0
2018-05-29,5,13,1,0,24,0.0,0.4444444444444444,24.0,0.0
2018-05-29,5,14,1,0,21,0.0,0.3888888888888889,23.0,0.0
2018-05-29,5,15,1,0,18,0.0,0.3333333333333333,24.0,0.0
2018-05-29,5,16,1,0,9,0.0,0.16666666666666666,19.0,0.0
2018-05-29,5,17,1,0,4,0.0,0.07407407407407407,17.0,0.0
2018-05-29,5,18,1,0,7,0.0,0.12962962962962962,16.5,0.0
2018-05-29,5,19,1,0,8,0.0,0.14814814814814814,16.0,0.0
2018-05-29,5,20,1,0,10,0.0,0.18518518518518517,16.0,0.0
2018-05-29,5,21,1,0,6,0.0,0.1111111111111111,16.0,0.0
2018-05-29,5,22,1,0,3,0.0,0.05555555555555555,16.0,0.0
2018-05-29,5,23,1,0,2,0.0,0.037037037037037035,16.0,0.0
2018-05-30,5,0,2,0,1,0.0,0.018518518518518517,15.5,0.0
2018-05-30,5,1,2,0,1,0.0,0.018518518518518517,15.0,0.0
2018-05-30,5,2,2,0,1,0.0,0.018518518518518517,14.0,0.0
2018-05-30,5,3,2,0,0,0.0,0.0,15.0,0.0
2018-05-30,5,4,2,0,1,0.0,0.018518518518518517,14.0,0.0
2018-05-30,5,5,2,0,1,0.0,0.018518518518518517,14.0,0.0
2018-05-30,5,6,2,0,3,0.0,0.05555555555555555,14.0,0.0
2018-05-30,5,7,2,0,9,0.0,0.16666666666666666,14.0,0.25
2018-05-30,5,8,2,0,17,0.0,0.3148148148148148,14.0,0.25
2018-05-30,5,9,2,0,29,0.0,0.5370370370370371,14.5,0.38
2018-05-30,5,10,2,0,29,0.0,0.5370370370370371,16.0,0.0
2018-05-30,5,11,2,0,29,0.0,0.5370370370370371,17.0,0.0
2018-05-30,5,12,2,0,21,0.0,0.3888888888888889,17.0,0.0
2018-05-30,5,13,2,0,22,0.0,0.4074074074074074,18.0,0.0
2018-05-30,5,14,2,0,24,0.0,0.4444444444444444,18.0,0.0
2018-05-30,5,15,2,0,21,0.0,0.3888888888888889,19.0,0.0
2018-05-30,5,16,2,0,10,0.0,0.18518518518518517,19.0,0.0
2018-05-30,5,17,2,0,4,0.0,0.07407407407407407,19.0,0.0
2018-05-30,5,18,2,0,6,0.0,0.1111111111111111,19.0,0.0
2018-05-30,5,19,2,0,7,0.0,0.12962962962962962,17.0,0.0
2018-05-30,5,20,2,0,11,0.0,0.2037037037037037,16.0,0.0
2018-05-30,5,21,2,0,12,0.0,0.2222222222222222,17.0,0.0
2018-05-30,5,22,2,0,5,0.0,0.09259259259259259,17.0,0.0
2018-05-30,5,23,2,0,5,0.0,0.09259259259259259,17.0,0.0
2018-05-31,5,0,3,0,3,0.0,0.05555555555555555,16.0,0.0
2018-05-31,5,1,3,0,1,0.0,0.018518518518518517,16.0,0.0
2018-05-31,5,2,3,0,0,0.0,0.0,16.0,0.0
2018-05-31,5,3,3,0,0,0.0,0.0,16.0,0.0
2018-05-31,5,4,3,0,1,0.0,0.018518518518518517,16.0,0.0
2018-05-31,5,5,3,0,1,0.0,0.018518518518518517,16.0,0.0
2018-05-31,5,6,3,0,3,0.0,0.05555555555555555,16.0,0.0
2018-05-31,5,7,3,0,6,0.0,0.1111111111111111,16.0,0.0
2018-05-31,5,8,3,0,18,0.0,0.3333333333333333,16.0,0.0
2018-05-31,5,9,3,0,28,0.0,0.5185185185185185,17.0,0.0
2018-05-31,5,10,3,0,31,0.0,0.5740740740740741,18.0,0.0
2018-05-31,5,11,3,0,25,0.0,0.46296296296296297,18.0,0.0
2018-05-31,5,12,3,0,24,0.0,0.4444444444444444,20.0,0.0
2018-05-31,5,13,3,0,22,0.0,0.4074074074074074,21.0,0.0
2018-05-31,5,14,3,0,18,0.0,0.3333333333333333,21.0,0.0
2018-05-31,5,15,3,0,11,0.0,0.2037037037037037,21.0,0.0
2018-05-31,5,16,3,0,9,0.0,0.16666666666666666,21.0,0.0
2018-05-31,5,17,3,0,8,0.0,0.14814814814814814,19.0,0.0
2018-05-31,5,18,3,0,9,0.0,0.16666666666666666,19.0,0.0
2018-05-31,5,19,3,0,7,0.0,0.12962962962962962,18.0,0.0
2018-05-31,5,20,3,0,7,0.0,0.12962962962962962,17.0,0.0
2018-05-31,5,21,3,0,5,0.0,0.09259259259259259,17.0,0.0
2018-05-31,5,22,3,0,3,0.0,0.05555555555555555,17.0,0.0
2018-05-31,5,23,3,0,4,0.0,0.07407407407407407,16.0,0.0
2018-06-01,6,0,4,0,4,0.0,0.07407407407407407,16.0,0.0
2018-06-01,6,1,4,0,4,0.0,0.07407407407407407,15.0,0.0
2018-06-01,6,2,4,0,3,0.0,0.05555555555555555,14.0,0.0
2018-06-01,6,3,4,0,3,0.0,0.05555555555555555,14.0,0.0
2018-06-01,6,4,4,0,3,0.0,0.05555555555555555,13.0,0.0
2018-06-01,6,5,4,0,2,0.0,0.037037037037037035,13.0,0.0
2018-06-01,6,6,4,0,4,0.0,0.07407407407407407,14.0,0.0
2018-06-01,6,7,4,0,8,0.0,0.14814814814814814,16.0,0.0
2018-06-01,6,8,4,0,17,0.0,0.3148148148148148,17.0,0.0
2018-06-01,6,9,4,0,26,0.0,0.48148148148148145,19.0,0.0
2018-06-01,6,10,4,0,28,0.0,0.5185185185185185,21.0,0.0
2018-06-01,6,11,4,0,22,0.0,0.4074074074074074,22.0,0.0
2018-06-01,6,12,4,0,21,0.0,0.3888888888888889,23.0,0.0
2018-06-01,6,13,4,0,16,0.0,0.2962962962962963,23.0,0.0
2018-06-01,6,14,4,0,16,0.0,0.2962962962962963,23.0,0.0
2018-06-01,6,15,4,0,13,0.0,0.24074074074074073,24.0,0.0
2018-06-01,6,16,4,0,7,0.0,0.12962962962962962,23.0,0.0
2018-06-01,6,17,4,0,5,0.0,0.09259259259259259,23.0,0.0
2018-06-01,6,18,4,0,5,0.0,0.09259259259259259,22.0,0.0
2018-06-01,6,19,4,0,4,0.0,0.07407407407407407,21.0,0.0
2018-06-01,6,20,4,0,2,0.0,0.037037037037037035,20.0,0.0
2018-06-01,6,21,4,0,2,0.0,0.037037037037037035,19.0,0.0
2018-06-01,6,22,4,0,1,0.0,0.018518518518518517,18.0,0.0
2018-06-01,6,23,4,0,2,0.0,0.037037037037037035,18.0,0.0
2018-06-02,6,0,5,0,3,0.0,0.05555555555555555,17.0,0.0
2018-06-02,6,1,5,0,3,0.0,0.05555555555555555,17.0,0.0
2018-06-02,6,2,5,0,1,0.0,0.018518518518518517,16.0,0.0
2018-06-02,6,3,5,0,1,0.0,0.018518518518518517,16.0,0.0
2018-06-02,6,4,5,0,2,0.0,0.037037037037037035,15.0,0.0
2018-06-02,6,5,5,0,2,0.0,0.037037037037037035,15.0,0.0
2018-06-02,6,6,5,0,1,0.0,0.018518518518518517,16.0,0.0
2018-06-02,6,7,5,0,2,0.0,0.037037037037037035,18.0,0.0
2018-06-02,6,8,5,0,1,0.0,0.018518518518518517,20.0,0.0
2018-06-02,6,9,5,0,2,0.0,0.037037037037037035,22.0,0.0
2018-06-02,6,10,5,0,4,0.0,0.07407407407407407,24.0,0.0
2018-06-02,6,11,5,0,3,0.0,0.05555555555555555,26.0,0.0
2018-06-02,6,12,5,0,8,0.0,0.14814814814814814,26.0,0.0
2018-06-02,6,13,5,0,11,0.0,0.2037037037037037,27.0,0.0
2018-06-02,6,14,5,0,12,0.0,0.2222222222222222,27.0,0.0
2018-06-02,6,15,5,0,5,0.0,0.09259259259259259,27.0,0.0
2018-06-02,6,16,5,0,9,0.0,0.16666666666666666,27.0,0.0
2018-06-02,6,17,5,0,7,0.0,0.12962962962962962,25.0,0.0
2018-06-02,6,18,5,0,8,0.0,0.14814814814814814,23.0,0.0
2018-06-02,6,19,5,0,6,0.0,0.1111111111111111,23.0,0.0
2018-06-02,6,20,5,0,5,0.0,0.09259259259259259,21.0,0.0
2018-06-02,6,21,5,0,6,0.0,0.1111111111111111,20.0,0.0
2018-06-02,6,22,5,0,4,0.0,0.07407407407407407,19.0,0.0
2018-06-02,6,23,5,0,3,0.0,0.05555555555555555,18.0,0.0
2018-06-03,6,0,6,0,4,0.0,0.07407407407407407,18.0,0.0
2018-06-03,6,1,6,0,5,0.0,0.09259259259259259,18.0,0.0
2018-06-03,6,2,6,0,5,0.0,0.09259259259259259,17.0,0.0
2018-06-03,6,3,6,0,5,0.0,0.09259259259259259,17.0,0.0
2018-06-03,6,4,6,0,4,0.0,0.07407407407407407,16.0,0.0
2018-06-03,6,5,6,0,4,0.0,0.07407407407407407,16.0,0.0
2018-06-03,6,6,6,0,4,0.0,0.07407407407407407,16.0,0.0
2018-06-03,6,7,6,0,5,0.0,0.09259259259259259,17.0,0.0
2018-06-03,6,8,6,0,5,0.0,0.09259259259259259,19.0,0.0
2018-06-03,6,9,6,0,5,0.0,0.09259259259259259,22.0,0.0
2018-06-03,6,10,6,0,8,0.0,0.14814814814814814,25.0,0.0
2018-06-03,6,11,6,0,11,0.0,0.2037037037037037,27.0,0.0
2018-06-03,6,12,6,0,10,0.0,0.18518518518518517,28.0,0.0
2018-06-03,6,13,6,0,12,0.0,0.2222222222222222,28.0,0.0
2018-06-03,6,14,6,0,12,0.0,0.2222222222222222,30.0,0.0
2018-06-03,6,15,6,0,9,0.0,0.16666666666666666,30.0,0.0
2018-06-03,6,16,6,0,4,0.0,0.07407407407407407,29.0,0.0
2018-06-03,6,17,6,0,2,0.0,0.037037037037037035,28.0,0.0
2018-06-03,6,18,6,0,4,0.0,0.07407407407407407,24.0,0.0
2018-06-03,6,19,6,0,4,0.0,0.07407407407407407,22.0,0.0
2018-06-03,6,20,6,0,4,0.0,0.07407407407407407,19.0,0.0
2018-06-03,6,21,6,0,4,0.0,0.07407407407407407,19.0,0.0
2018-06-03,6,22,6,0,4,0.0,0.07407407407407407,18.0,0.0
2018-06-03,6,23,6,0,4,0.0,0.07407407407407407,18.0,0.0
2018-06-04,6,0,0,0,3,0.0,0.05555555555555555,17.0,0.0
2018-06-04,6,1,0,0,3,0.0,0.05555555555555555,17.0,0.0
2018-06-04,6,2,0,0,3,0.0,0.05555555555555555,16.0,0.0
2018-06-04,6,3,0,0,3,0.0,0.05555555555555555,16.0,0.0
2018-06-04,6,4,0,0,4,0.0,0.07407407407407407,15.0,0.0
2018-06-04,6,5,0,0,3,0.0,0.05555555555555555,14.5,0.0
2018-06-04,6,6,0,0,6,0.0,0.1111111111111111,15.0,0.0
2018-06-04,6,7,0,0,8,0.0,0.14814814814814814,17.0,0.0
2018-06-04,6,8,0,0,18,0.0,0.3333333333333333,20.0,0.0
2018-06-04,6,9,0,0,21,0.0,0.3888888888888889,22.0,0.0
2018-06-04,6,10,0,0,23,0.0,0.42592592592592593,24.0,0.0
2018-06-04,6,11,0,0,19,0.0,0.35185185185185186,26.0,0.0
2018-06-04,6,12,0,0,18,0.0,0.3333333333333333,26.0,0.0
2018-06-04,6,13,0,0,20,0.0,0.37037037037037035,26.0,0.0
2018-06-04,6,14,0,0,18,0.0,0.3333333333333333,26.0,0.0
2018-06-04,6,15,0,0,17,0.0,0.3148148148148148,26.0,0.0
2018-06-04,6,16,0,0,11,0.0,0.2037037037037037,26.0,0.0
2018-06-04,6,17,0,0,10,0.0,0.18518518518518517,23.0,0.0
2018-06-04,6,18,0,0,8,0.0,0.14814814814814814,22.0,0.0
2018-06-04,6,19,0,0,9,0.0,0.16666666666666666,19.0,0.0
2018-06-04,6,20,0,0,9,0.0,0.16666666666666666,18.0,0.0
2018-06-04,6,21,0,0,4,0.0,0.07407407407407407,17.0,0.0
2018-06-04,6,22,0,0,3,0.0,0.05555555555555555,16.0,0.0
2018-06-04,6,23,0,0,2,0.0,0.037037037037037035,16.0,0.0
2018-06-05,6,0,1,0,3,0.0,0.05555555555555555,16.0,0.0
2018-06-05,6,1,1,0,3,0.0,0.05555555555555555,16.0,0.0
2018-06-05,6,2,1,0,3,0.0,0.05555555555555555,16.0,0.0
2018-06-05,6,3,1,0,4,0.0,0.07407407407407407,16.0,0.0
2018-06-05,6,4,1,0,5,0.0,0.09259259259259259,16.0,0.0
2018-06-05,6,5,1,0,4,0.0,0.07407407407407407,16.0,0.0
2018-06-05,6,6,1,0,4,0.0,0.07407407407407407,16.0,0.0
2018-06-05,6,7,1,0,9,0.0,0.16666666666666666,16.0,0.0
2018-06-05,6,8,1,0,24,0.0,0.4444444444444444,17.0,0.0
2018-06-05,6,9,1,0,37,0.0,0.6851851851851852,18.0,0.0
2018-06-05,6,10,1,0,39,0.0,0.7222222222222222,18.0,0.0
2018-06-05,6,11,1,0,31,0.0,0.5740740740740741,20.0,0.0
2018-06-05,6,12,1,0,29,0.0,0.5370370370370371,21.0,0.0
2018-06-05,6,13,1,0,26,0.0,0.48148148148148145,22.0,0.0
2018-06-05,6,14,1,0,24,0.0,0.4444444444444444,22.0,0.0
2018-06-05,6,15,1,0,21,0.0,0.3888888888888889,23.0,0.0
2018-06-05,6,16,1,0,12,0.0,0.2222222222222222,23.0,0.0
2018-06-05,6,17,1,0,8,0.0,0.14814814814814814,23.0,0.0
2018-06-05,6,18,1,0,8,0.0,0.14814814814814814,21.0,0.0
2018-06-05,6,19,1,0,10,0.0,0.18518518518518517,18.0,0.0
2018-06-05,6,20,1,0,11,0.0,0.2037037037037037,17.0,0.0
2018-06-05,6,21,1,0,6,0.0,0.1111111111111111,16.0,0.0
2018-06-05,6,22,1,0,1,0.0,0.018518518518518517,16.0,0.0
2018-06-05,6,23,1,0,0,0.0,0.0,15.0,0.0
2018-06-06,6,0,2,0,0,0.0,0.0,16.0,0.0
2018-06-06,6,1,2,0,0,0.0,0.0,15.0,0.0
2018-06-06,6,2,2,0,0,0.0,0.0,16.0,0.0
2018-06-06,6,3,2,0,0,0.0,0.0,16.0,0.0
2018-06-06,6,4,2,0,2,0.0,0.037037037037037035,16.0,0.0
2018-06-06,6,5,2,0,2,0.0,0.037037037037037035,17.0,0.0
2018-06-06,6,6,2,0,5,0.0,0.09259259259259259,17.0,0.0
2018-06-06,6,7,2,0,6,0.0,0.1111111111111111,17.0,0.0
2018-06-06,6,8,2,0,20,0.0,0.37037037037037035,17.0,0.0
2018-06-06,6,9,2,0,27,0.0,0.5,17.0,0.0
2018-06-06,6,10,2,0,28,0.0,0.5185185185185185,18.0,0.0
2018-06-06,6,11,2,0,23,0.0,0.42592592592592593,19.0,0.0
2018-06-06,6,12,2,0,25,0.0,0.46296296296296297,20.5,0.0
2018-06-06,6,13,2,0,24,0.0,0.4444444444444444,23.0,0.0
2018-06-06,6,14,2,0,24,0.0,0.4444444444444444,24.0,0.0
2018-06-06,6,15,2,0,20,0.0,0.37037037037037035,23.0,0.0
2018-06-06,6,16,2,0,18,0.0,0.3333333333333333,22.0,0.0
2018-06-06,6,17,2,0,10,0.0,0.18518518518518517,21.0,0.0
2018-06-06,6,18,2,0,11,0.0,0.2037037037037037,19.0,0.0
2018-06-06,6,19,2,0,13,0.0,0.24074074074074073,18.0,0.0
2018-06-06,6,20,2,0,12,0.0,0.2222222222222222,17.0,0.0
2018-06-06,6,21,2,0,10,0.0,0.18518518518518517,16.0,0.0
2018-06-06,6,22,2,0,3,0.0,0.05555555555555555,17.0,0.0
2018-06-06,6,23,2,0,3,0.0,0.05555555555555555,16.0,0.0
2018-06-07,6,0,3,0,2,0.0,0.037037037037037035,15.0,0.0
2018-06-07,6,1,3,0,2,0.0,0.037037037037037035,14.0,0.0
2018-06-07,6,2,3,0,2,0.0,0.037037037037037035,14.0,0.0
2018-06-07,6,3,3,0,2,0.0,0.037037037037037035,14.0,0.0
2018-06-07,6,4,3,0,4,0.0,0.07407407407407407,14.0,0.0
2018-06-07,6,5,3,0,3,0.0,0.05555555555555555,14.0,0.0
2018-06-07,6,6,3,0,3,0.0,0.05555555555555555,14.0,0.0
2018-06-07,6,7,3,0,11,0.0,0.2037037037037037,15.0,0.0
2018-06-07,6,8,3,0,23,0.0,0.42592592592592593,15.0,0.0
2018-06-07,6,9,3,0,28,0.0,0.5185185185185185,17.0,0.0
2018-06-07,6,10,3,0,28,0.0,0.5185185185185185,18.0,0.0
2018-06-07,6,11,3,0,19,0.0,0.35185185185185186,21.0,0.0
2018-06-07,6,12,3,0,18,0.0,0.3333333333333333,23.0,0.0
2018-06-07,6,13,3,0,20,0.0,0.37037037037037035,24.0,0.0
2018-06-07,6,14,3,0,17,0.0,0.3148148148148148,25.0,0.0
2018-06-07,6,15,3,0,11,0.0,0.2037037037037037,25.0,0.0
2018-06-07,6,16,3,0,12,0.0,0.2222222222222222,24.0,0.0
2018-06-07,6,17,3,0,10,0.0,0.18518518518518517,24.0,0.0
2018-06-07,6,18,3,0,10,0.0,0.18518518518518517,23.0,0.0
2018-06-07,6,19,3,0,9,0.0,0.16666666666666666,21.0,0.0
2018-06-07,6,20,3,0,9,0.0,0.16666666666666666,20.0,0.0
2018-06-07,6,21,3,0,8,0.0,0.14814814814814814,19.0,0.0
2018-06-07,6,22,3,0,7,0.0,0.12962962962962962,18.0,0.0
2018-06-07,6,23,3,0,6,0.0,0.1111111111111111,17.0,0.0
2018-06-08,6,0,4,0,5,0.0,0.09259259259259259,17.0,0.0
2018-06-08,6,1,4,0,5,0.0,0.09259259259259259,17.0,0.0
2018-06-08,6,2,4,0,5,0.0,0.09259259259259259,16.0,0.0
2018-06-08,6,3,4,0,5,0.0,0.09259259259259259,16.0,0.0
2018-06-08,6,4,4,0,6,0.0,0.1111111111111111,15.0,0.0
2018-06-08,6,5,4,0,6,0.0,0.1111111111111111,15.0,0.0
2018-06-08,6,6,4,0,5,0.0,0.09259259259259259,16.0,0.0
2018-06-08,6,7,4,0,12,0.0,0.2222222222222222,18.0,0.0
2018-06-08,6,8,4,0,23,0.0,0.42592592592592593,20.0,0.0
2018-06-08,6,9,4,0,29,0.0,0.5370370370370371,23.0,0.0
2018-06-08,6,10,4,0,31,0.0,0.5740740740740741,25.0,0.0
2018-06-08,6,11,4,0,27,0.0,0.5,27.0,0.0
2018-06-08,6,12,4,0,27,0.0,0.5,28.0,0.0
2018-06-08,6,13,4,0,28,0.0,0.5185185185185185,29.0,0.0
2018-06-08,6,14,4,0,24,0.0,0.4444444444444444,29.0,0.0
2018-06-08,6,15,4,0,20,0.0,0.37037037037037035,29.0,0.0
2018-06-08,6,16,4,0,13,0.0,0.24074074074074073,28.0,0.0
2018-06-08,6,17,4,0,11,0.0,0.2037037037037037,27.0,0.0
2018-06-08,6,18,4,0,13,0.0,0.24074074074074073,26.0,0.0
2018-06-08,6,19,4,0,12,0.0,0.2222222222222222,24.0,0.0
2018-06-08,6,20,4,0,9,0.0,0.16666666666666666,22.0,0.0
2018-06-08,6,21,4,0,10,0.0,0.18518518518518517,22.0,0.0
2018-06-08,6,22,4,0,3,0.0,0.05555555555555555,21.0,0.0
2018-06-08,6,23,4,0,4,0.0,0.07407407407407407,21.0,0.0
2018-06-09,6,0,5,0,4,0.0,0.07407407407407407,20.0,0.0
2018-06-09,6,1,5,0,3,0.0,0.05555555555555555,19.0,0.0
2018-06-09,6,2,5,0,3,0.0,0.05555555555555555,18.0,0.0
2018-06-09,6,3,5,0,3,0.0,0.05555555555555555,18.0,0.0
2018-06-09,6,4,5,0,3,0.0,0.05555555555555555,17.0,0.0
2018-06-09,6,5,5,0,3,0.0,0.05555555555555555,17.0,0.0
2018-06-09,6,6,5,0,1,0.0,0.018518518518518517,17.0,0.0
2018-06-09,6,7,5,0,2,0.0,0.037037037037037035,18.0,0.0
2018-06-09,6,8,5,0,5,0.0,0.09259259259259259,21.0,0.0
2018-06-09,6,9,5,0,6,0.0,0.1111111111111111,23.0,0.0
2018-06-09,6,10,5,0,10,0.0,0.18518518518518517,24.0,0.0
2018-06-09,6,11,5,0,9,0.0,0.16666666666666666,26.0,0.0
2018-06-09,6,12,5,0,7,0.0,0.12962962962962962,28.0,0.0
2018-06-09,6,13,5,0,4,0.0,0.07407407407407407,28.0,0.0
2018-06-09,6,14,5,0,4,0.0,0.07407407407407407,28.0,0.0
2018-06-09,6,15,5,0,4,0.0,0.07407407407407407,28.0,0.0
2018-06-09,6,16,5,0,5,0.0,0.09259259259259259,27.0,0.0
2018-06-09,6,17,5,0,6,0.0,0.1111111111111111,26.0,0.0
2018-06-09,6,18,5,0,2,0.0,0.037037037037037035,26.0,0.0
2018-06-09,6,19,5,0,2,0.0,0.037037037037037035,22.0,0.0
2018-06-09,6,20,5,0,2,0.0,0.037037037037037035,21.0,0.0
2018-06-09,6,21,5,0,3,0.0,0.05555555555555555,19.0,0.0
2018-06-09,6,22,5,0,3,0.0,0.05555555555555555,19.0,0.0
2018-06-09,6,23,5,0,3,0.0,0.05555555555555555,19.0,0.0
2018-06-10,6,0,6,0,3,0.0,0.05555555555555555,18.0,0.0
2018-06-10,6,1,6,0,2,0.0,0.037037037037037035,18.0,0.0
2018-06-10,6,2,6,0,2,0.0,0.037037037037037035,18.0,0.0
2018-06-10,6,3,6,0,2,0.0,0.037037037037037035,17.0,0.0
2018-06-10,6,4,6,0,2,0.0,0.037037037037037035,17.0,0.0
2018-06-10,6,5,6,0,1,0.0,0.018518518518518517,16.0,0.0
2018-06-10,6,6,6,0,0,0.0,0.0,17.0,0.0
2018-06-10,6,7,6,0,2,0.0,0.037037037037037035,17.0,0.0
