hourly_occupation_site1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.16666666666666666
0.4150641025641026
0.4182692307692308
0.3982371794871795
0.16025641025641027
0.01762820512820513
0.008814102564102566
0.3790064102564103
0.4182692307692308
0.4006410256410256
0.422275641025641
0.3942307692307692
0.052083333333333336
0.007211538461538461
0.3814102564102564
0.4206730769230769
0.4366987179487179
0.4286858974358974
0.1923076923076923
0.028044871794871796
0.019230769230769232
0.3766025641025641
0.4078525641025641
0.4158653846153846
0.3926282051282051
0.391025641025641
0.040865384615384616
0.0032051282051282055
0.3397435897435897
0.4174679487179487
0.3886217948717949
0.4014423076923077
0.1875
0.03926282051282051
0.004807692307692308
0.3397435897435897
0.4054487179487179
0.4238782051282051
0.4054487179487179
0.38621794871794873
0.0673076923076923
0.01201923076923077
0.327724358974359
0.3557692307692308
0.08493589743589743
0.0016025641025641027
0.01121794871794872
0.013621794871794872
0.027243589743589744
0.2692307692307692
0.3958333333333333
0.4126602564102564
0.4206730769230769
0.4182692307692308
0.07852564102564102
0.007211538461538461
0.3429487179487179
0.4078525641025641
0.41746794871794873
0.4022435897435897
0.1794871794871795
0.03685897435897436
0.007211538461538461
0.34375
0.3990384615384615
0.4006410256410256
0.4006410256410256
0.3830128205128205
0.06810897435897435
0.009615384615384616
0.3293269230769231
0.4046474358974359
0.4006410256410256
0.39503205128205127
0.11298076923076923
0.008814102564102566
0.0
